C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_24_058.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_24_058.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_24_058.jpg, 0, 0, 0, 7.973274E-05
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_24_137.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_24_137.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_24_137.jpg, 0, 0, 0, 7.959634E-05
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_24_244.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_24_244.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_24_244.jpg, 0, 0, 0, 7.846515E-05
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_24_348.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_24_348.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_24_348.jpg, 0, 0, 0, 7.83848E-05
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_24_458.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_24_458.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_24_458.jpg, 0, 0, 0, 8.076202E-05
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_24_573.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_24_573.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_24_573.jpg, 0, 0, 0, 8.032038E-05
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_24_673.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_24_673.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_24_673.jpg, 0, 0, 0, 7.834382E-05
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_24_775.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_24_775.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_24_775.jpg, 0, 0, 0, 7.800879E-05
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_24_883.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_24_883.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_24_883.jpg, 0, 0.126342, 0, 0.06497991
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_24_984.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_24_984.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_24_984.jpg, 0, 0.4274001, 0, 0.4282429
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_25_102.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_25_102.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_25_102.jpg, 0, 0.77871, 0, 1.099935
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_25_216.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_25_216.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_25_216.jpg, -0.3415425, 1, 0, 2.508093
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_25_329.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_25_329.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_25_329.jpg, -0.0002204701, 1, 0, 3.923297
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_25_430.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_25_430.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_25_430.jpg, 0, 1, 0, 5.089978
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_25_544.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_25_544.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_25_544.jpg, 0, 1, 0, 6.474847
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_25_650.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_25_650.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_25_650.jpg, 0, 1, 0, 7.616607
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_25_756.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_25_756.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_25_756.jpg, -0.3151737, 1, 0, 8.719522
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_25_857.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_25_857.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_25_857.jpg, -0.3096882, 1, 0, 9.796767
C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\center_2020_08_08_19_53_25_964.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\left_2020_08_08_19_53_25_964.jpg, C:\Users\mysons\PycharmProjects\SelfDrivingCar\Data\IMG\right_2020_08_08_19_53_25_964.jpg, 0, 1, 0, 11.1217
